latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,geometry
10.37284,-0.25968,318.63,0.48,0.4,2025-01-18,117,N,VIIRS,n,2.0NRT,292.55,1.88,N,POINT (-0.25968 10.37284)
10.37654,-0.25911,307.8,0.48,0.4,2025-01-18,117,N,VIIRS,n,2.0NRT,292.38,0.95,N,POINT (-0.25911 10.37654)
10.38567,6.04072,311.69,0.44,0.38,2025-01-18,117,N,VIIRS,n,2.0NRT,286.17,0.89,N,POINT (6.04072 10.38567)
10.3863,-0.14524,302.53,0.48,0.4,2025-01-18,117,N,VIIRS,n,2.0NRT,291.79,0.46,N,POINT (-0.14524 10.3863)
10.38633,6.03671,301.34,0.44,0.38,2025-01-18,117,N,VIIRS,n,2.0NRT,284.44,0.89,N,POINT (6.03671 10.38633)
10.38976,4.14723,307.03,0.39,0.36,2025-01-18,117,N,VIIRS,n,2.0NRT,291.46,0.76,N,POINT (4.14723 10.38976)
10.39184,6.09122,304.95,0.44,0.39,2025-01-18,117,N,VIIRS,n,2.0NRT,287.89,0.71,N,POINT (6.09122 10.39184)
10.39714,-1.23865,308.91,0.55,0.43,2025-01-18,117,N,VIIRS,n,2.0NRT,287.38,2.11,N,POINT (-1.23865 10.39714)
10.40035,-1.23305,313.2,0.55,0.42,2025-01-18,117,N,VIIRS,n,2.0NRT,286.13,1.4,N,POINT (-1.23305 10.40035)
10.40106,-1.23807,304.32,0.55,0.43,2025-01-18,117,N,VIIRS,n,2.0NRT,285.04,1.4,N,POINT (-1.23807 10.40106)
10.40952,6.02814,305.51,0.44,0.38,2025-01-18,117,N,VIIRS,n,2.0NRT,287.95,1.28,N,POINT (6.02814 10.40952)
10.41171,6.03684,321.31,0.44,0.38,2025-01-18,117,N,VIIRS,n,2.0NRT,286.76,2.29,N,POINT (6.03684 10.41171)
10.41305,6.02872,321.52,0.44,0.38,2025-01-18,117,N,VIIRS,n,2.0NRT,289.45,2.09,N,POINT (6.02872 10.41305)
10.41465,-3.47354,305.53,0.51,0.49,2025-01-18,117,N,VIIRS,n,2.0NRT,276.24,1.78,N,POINT (-3.47354 10.41465)
10.41524,6.03743,311.35,0.44,0.38,2025-01-18,117,N,VIIRS,n,2.0NRT,286.54,2.29,N,POINT (6.03743 10.41524)
10.41856,-3.46816,300.88,0.5,0.49,2025-01-18,117,N,VIIRS,n,2.0NRT,277.68,2.38,N,POINT (-3.46816 10.41856)
10.41879,4.09385,309.3,0.39,0.36,2025-01-18,117,N,VIIRS,n,2.0NRT,289.64,0.94,N,POINT (4.09385 10.41879)
10.4192,-3.47283,312.91,0.51,0.49,2025-01-18,117,N,VIIRS,n,2.0NRT,276.96,1.78,N,POINT (-3.47283 10.4192)
10.41955,6.40089,305.52,0.46,0.39,2025-01-18,117,N,VIIRS,n,2.0NRT,287.19,1.35,N,POINT (6.40089 10.41955)
10.42212,4.09439,308.16,0.39,0.36,2025-01-18,117,N,VIIRS,n,2.0NRT,289.58,0.9,N,POINT (4.09439 10.42212)
10.4244,2.08566,299.64,0.4,0.37,2025-01-18,117,N,VIIRS,n,2.0NRT,287.73,0.68,N,POINT (2.08566 10.4244)
10.42698,4.09904,300.59,0.39,0.36,2025-01-18,117,N,VIIRS,n,2.0NRT,287.12,0.47,N,POINT (4.09904 10.42698)
10.42755,4.0955,303.6,0.39,0.36,2025-01-18,117,N,VIIRS,n,2.0NRT,288.12,0.47,N,POINT (4.0955 10.42755)
10.42759,0.05294,302.05,0.47,0.4,2025-01-18,117,N,VIIRS,n,2.0NRT,277.63,0.43,N,POINT (0.05294 10.42759)
10.4288,3.75227,298.57,0.39,0.36,2025-01-18,117,N,VIIRS,n,2.0NRT,288.04,0.29,N,POINT (3.75227 10.4288)
10.43006,6.36016,297.15,0.45,0.39,2025-01-18,117,N,VIIRS,n,2.0NRT,284.87,0.27,N,POINT (6.36016 10.43006)
10.43088,4.09604,303.84,0.39,0.36,2025-01-18,117,N,VIIRS,n,2.0NRT,288.39,0.47,N,POINT (4.09604 10.43088)
10.43657,0.48949,298.91,0.45,0.39,2025-01-18,117,N,VIIRS,n,2.0NRT,278.03,0.82,N,POINT (0.48949 10.43657)
10.4513,6.65518,302.82,0.47,0.4,2025-01-18,117,N,VIIRS,n,2.0NRT,288.37,1.69,N,POINT (6.65518 10.4513)
10.45529,5.36124,301.67,0.42,0.37,2025-01-18,117,N,VIIRS,n,2.0NRT,286.3,0.75,N,POINT (5.36124 10.45529)
10.45786,6.66059,325.88,0.47,0.4,2025-01-18,117,N,VIIRS,n,2.0NRT,290.78,4.18,N,POINT (6.66059 10.45786)
10.46003,-1.14587,303.02,0.54,0.42,2025-01-18,117,N,VIIRS,n,2.0NRT,291.42,1.11,N,POINT (-1.14587 10.46003)
10.46077,6.66549,328.76,0.47,0.4,2025-01-18,117,N,VIIRS,n,2.0NRT,287.9,2.69,N,POINT (6.66549 10.46077)
10.4615,6.66114,322.77,0.47,0.4,2025-01-18,117,N,VIIRS,n,2.0NRT,291.46,4.18,N,POINT (6.66114 10.4615)
10.4644,6.66611,323.48,0.47,0.4,2025-01-18,117,N,VIIRS,n,2.0NRT,288.64,1.7,N,POINT (6.66611 10.4644)
10.46465,0.05424,299.05,0.47,0.4,2025-01-18,117,N,VIIRS,n,2.0NRT,268.74,0.53,N,POINT (0.05424 10.46465)
10.46469,4.11972,303.74,0.39,0.36,2025-01-18,117,N,VIIRS,n,2.0NRT,291.14,1.49,N,POINT (4.11972 10.46469)
10.46514,6.66175,310.04,0.47,0.4,2025-01-18,117,N,VIIRS,n,2.0NRT,290.39,2.65,N,POINT (6.66175 10.46514)
10.46525,4.1162,300.72,0.39,0.36,2025-01-18,117,N,VIIRS,n,2.0NRT,287.73,1.49,N,POINT (4.1162 10.46525)
10.46528,0.04998,295.75,0.47,0.4,2025-01-18,117,N,VIIRS,n,2.0NRT,266.37,0.53,N,POINT (0.04998 10.46528)
10.46745,4.12382,305.75,0.39,0.36,2025-01-18,117,N,VIIRS,n,2.0NRT,292.68,1.89,N,POINT (4.12382 10.46745)
10.46802,4.12027,338.12,0.39,0.36,2025-01-18,117,N,VIIRS,n,2.0NRT,293.95,1.49,N,POINT (4.12027 10.46802)
10.46853,-1.14964,306.5,0.54,0.42,2025-01-18,117,N,VIIRS,n,2.0NRT,290.68,1.42,N,POINT (-1.14964 10.46853)
10.46855,-1.15155,309.21,0.54,0.42,2025-01-18,117,N,VIIRS,n,2.0NRT,291.49,1.6,N,POINT (-1.15155 10.46855)
10.47078,4.12437,323.32,0.39,0.36,2025-01-18,117,N,VIIRS,n,2.0NRT,292.7,1.95,N,POINT (4.12437 10.47078)
10.47093,6.64959,310.15,0.47,0.4,2025-01-18,117,N,VIIRS,n,2.0NRT,288.4,1.48,N,POINT (6.64959 10.47093)
10.47166,6.64532,319.6,0.47,0.4,2025-01-18,117,N,VIIRS,n,2.0NRT,291.41,2.5,N,POINT (6.64532 10.47166)
10.47457,6.65019,325.07,0.47,0.4,2025-01-18,117,N,VIIRS,n,2.0NRT,291.47,2.58,N,POINT (6.65019 10.47457)
10.47703,-1.1534,307.47,0.54,0.42,2025-01-18,117,N,VIIRS,n,2.0NRT,291.06,1.98,N,POINT (-1.1534 10.47703)
10.4782,6.65078,328.01,0.47,0.4,2025-01-18,117,N,VIIRS,n,2.0NRT,291.19,2.58,N,POINT (6.65078 10.4782)
10.47892,6.64651,307.82,0.47,0.4,2025-01-18,117,N,VIIRS,n,2.0NRT,289.82,2.0,N,POINT (6.64651 10.47892)
10.49055,7.56142,300.16,0.52,0.42,2025-01-18,117,N,VIIRS,n,2.0NRT,286.41,0.46,N,POINT (7.56142 10.49055)
10.49064,9.05864,309.49,0.43,0.46,2025-01-18,117,N,VIIRS,n,2.0NRT,284.57,0.85,N,POINT (9.05864 10.49064)
10.49617,5.34864,310.28,0.41,0.37,2025-01-18,117,N,VIIRS,n,2.0NRT,286.48,0.84,N,POINT (5.34864 10.49617)
10.49961,5.34921,305.71,0.41,0.37,2025-01-18,117,N,VIIRS,n,2.0NRT,286.24,0.84,N,POINT (5.34921 10.49961)
10.50023,5.34543,312.03,0.41,0.37,2025-01-18,117,N,VIIRS,n,2.0NRT,287.62,0.84,N,POINT (5.34543 10.50023)
10.50574,2.26021,298.46,0.39,0.36,2025-01-18,117,N,VIIRS,n,2.0NRT,288.14,0.37,N,POINT (2.26021 10.50574)
10.50929,5.35469,308.82,0.41,0.37,2025-01-18,117,N,VIIRS,n,2.0NRT,287.57,0.59,N,POINT (5.35469 10.50929)
10.50991,5.35091,303.12,0.41,0.37,2025-01-18,117,N,VIIRS,n,2.0NRT,288.03,0.72,N,POINT (5.35091 10.50991)
10.51052,5.34712,309.26,0.41,0.37,2025-01-18,117,N,VIIRS,n,2.0NRT,288.28,0.72,N,POINT (5.34712 10.51052)
10.51165,1.85366,314.47,0.4,0.37,2025-01-18,117,N,VIIRS,n,2.0NRT,282.48,1.47,N,POINT (1.85366 10.51165)
10.51496,-0.6877,321.21,0.51,0.41,2025-01-18,117,N,VIIRS,n,2.0NRT,291.51,2.44,N,POINT (-0.6877 10.51496)
10.51803,-0.60029,329.24,0.51,0.41,2025-01-18,117,N,VIIRS,n,2.0NRT,291.92,2.85,N,POINT (-0.60029 10.51803)
10.51856,4.1249,315.95,0.39,0.36,2025-01-18,117,N,VIIRS,n,2.0NRT,291.46,1.32,N,POINT (4.1249 10.51856)
10.52133,4.12899,302.54,0.39,0.36,2025-01-18,117,N,VIIRS,n,2.0NRT,290.93,1.32,N,POINT (4.12899 10.52133)
10.5219,4.12545,331.34,0.39,0.36,2025-01-18,117,N,VIIRS,n,2.0NRT,292.14,1.32,N,POINT (4.12545 10.5219)
10.52684,5.26866,305.96,0.41,0.37,2025-01-18,117,N,VIIRS,n,2.0NRT,289.03,0.95,N,POINT (5.26866 10.52684)
10.53026,5.26925,312.18,0.41,0.37,2025-01-18,117,N,VIIRS,n,2.0NRT,288.69,1.23,N,POINT (5.26925 10.53026)
10.54333,2.08171,304.96,0.4,0.37,2025-01-18,117,N,VIIRS,n,2.0NRT,287.96,0.65,N,POINT (2.08171 10.54333)
10.54663,-0.61112,306.47,0.51,0.41,2025-01-18,117,N,VIIRS,n,2.0NRT,292.14,1.73,N,POINT (-0.61112 10.54663)
10.54947,-0.44551,295.73,0.5,0.41,2025-01-18,117,N,VIIRS,n,2.0NRT,275.6,0.6,N,POINT (-0.44551 10.54947)
10.55016,4.97527,308.12,0.4,0.37,2025-01-18,117,N,VIIRS,n,2.0NRT,288.21,0.74,N,POINT (4.97527 10.55016)
10.55045,-0.61081,301.62,0.51,0.41,2025-01-18,117,N,VIIRS,n,2.0NRT,290.9,0.71,N,POINT (-0.61081 10.55045)
10.55058,-0.42699,309.25,0.5,0.41,2025-01-18,117,N,VIIRS,n,2.0NRT,279.41,1.97,N,POINT (-0.42699 10.55058)
10.55069,6.11111,296.48,0.44,0.38,2025-01-18,117,N,VIIRS,n,2.0NRT,283.52,0.49,N,POINT (6.11111 10.55069)
10.55112,-0.61549,305.28,0.51,0.41,2025-01-18,117,N,VIIRS,n,2.0NRT,291.14,0.81,N,POINT (-0.61549 10.55112)
10.55137,6.10709,345.19,0.44,0.38,2025-01-18,117,N,VIIRS,n,2.0NRT,286.42,3.59,N,POINT (6.10709 10.55137)
10.55355,4.97582,307.25,0.4,0.37,2025-01-18,117,N,VIIRS,n,2.0NRT,288.86,0.74,N,POINT (4.97582 10.55355)
10.55423,6.11168,298.84,0.44,0.38,2025-01-18,117,N,VIIRS,n,2.0NRT,284.59,0.49,N,POINT (6.11168 10.55423)
10.55432,-0.42639,310.62,0.5,0.41,2025-01-18,117,N,VIIRS,n,2.0NRT,281.31,1.77,N,POINT (-0.42639 10.55432)
10.55486,5.33058,299.2,0.41,0.37,2025-01-18,117,N,VIIRS,n,2.0NRT,286.87,0.52,N,POINT (5.33058 10.55486)
10.5549,6.10767,298.05,0.44,0.38,2025-01-18,117,N,VIIRS,n,2.0NRT,285.22,3.59,N,POINT (6.10767 10.5549)
10.5558,8.35666,299.51,0.39,0.44,2025-01-18,117,N,VIIRS,n,2.0NRT,285.59,0.6,N,POINT (8.35666 10.5558)
10.55679,5.72721,314.85,0.43,0.38,2025-01-18,117,N,VIIRS,n,2.0NRT,289.28,1.11,N,POINT (5.72721 10.55679)
10.55861,2.13962,301.15,0.4,0.37,2025-01-18,117,N,VIIRS,n,2.0NRT,287.95,0.66,N,POINT (2.13962 10.55861)
10.5589,3.91425,304.56,0.39,0.36,2025-01-18,117,N,VIIRS,n,2.0NRT,287.67,1.41,N,POINT (3.91425 10.5589)
10.56223,3.91479,330.04,0.39,0.36,2025-01-18,117,N,VIIRS,n,2.0NRT,289.27,1.41,N,POINT (3.91479 10.56223)
10.56278,3.91127,312.51,0.39,0.36,2025-01-18,117,N,VIIRS,n,2.0NRT,288.32,1.32,N,POINT (3.91127 10.56278)
10.56508,3.91506,307.92,0.39,0.36,2025-01-18,117,N,VIIRS,n,2.0NRT,288.22,0.58,N,POINT (3.91506 10.56508)
10.56559,4.1251,305.54,0.39,0.36,2025-01-18,117,N,VIIRS,n,2.0NRT,291.33,0.46,N,POINT (4.1251 10.56559)
10.56565,3.91154,303.8,0.39,0.36,2025-01-18,117,N,VIIRS,n,2.0NRT,288.24,0.73,N,POINT (3.91154 10.56565)
10.56616,4.12156,301.3,0.39,0.36,2025-01-18,117,N,VIIRS,n,2.0NRT,289.49,0.31,N,POINT (4.12156 10.56616)
10.56775,-0.09045,301.86,0.48,0.4,2025-01-18,117,N,VIIRS,n,2.0NRT,285.18,1.37,N,POINT (-0.09045 10.56775)
10.57114,-0.29712,304.0,0.49,0.4,2025-01-18,117,N,VIIRS,n,2.0NRT,291.17,1.22,N,POINT (-0.29712 10.57114)
10.57231,-4.1783,295.67,0.57,0.52,2025-01-18,117,N,VIIRS,n,2.0NRT,278.65,0.91,N,POINT (-4.1783 10.57231)
10.57243,-4.174,302.68,0.57,0.52,2025-01-18,117,N,VIIRS,n,2.0NRT,276.69,1.69,N,POINT (-4.174 10.57243)
10.57451,5.70629,325.62,0.43,0.38,2025-01-18,117,N,VIIRS,n,2.0NRT,288.0,1.61,N,POINT (5.70629 10.57451)
10.57515,5.70241,302.79,0.43,0.38,2025-01-18,117,N,VIIRS,n,2.0NRT,290.31,1.61,N,POINT (5.70241 10.57515)
10.58601,-0.29486,304.53,0.49,0.4,2025-01-18,117,N,VIIRS,n,2.0NRT,290.66,0.84,N,POINT (-0.29486 10.58601)
10.58862,5.19001,317.24,0.41,0.37,2025-01-18,117,N,VIIRS,n,2.0NRT,291.21,1.41,N,POINT (5.19001 10.58862)
10.58941,5.31324,304.56,0.41,0.37,2025-01-18,117,N,VIIRS,n,2.0NRT,286.44,0.58,N,POINT (5.31324 10.58941)
10.59123,8.91086,302.65,0.42,0.45,2025-01-18,117,N,VIIRS,n,2.0NRT,288.45,1.21,N,POINT (8.91086 10.59123)
10.59265,5.18684,301.53,0.41,0.37,2025-01-18,117,N,VIIRS,n,2.0NRT,289.98,0.86,N,POINT (5.18684 10.59265)
10.5937,8.91115,306.6,0.42,0.45,2025-01-18,117,N,VIIRS,n,2.0NRT,288.63,1.29,N,POINT (8.91115 10.5937)
10.60434,4.83405,316.5,0.4,0.37,2025-01-18,117,N,VIIRS,n,2.0NRT,287.65,1.16,N,POINT (4.83405 10.60434)
10.60874,4.84977,320.23,0.4,0.37,2025-01-18,117,N,VIIRS,n,2.0NRT,287.57,1.82,N,POINT (4.84977 10.60874)
10.61125,4.9887,299.86,0.4,0.37,2025-01-18,117,N,VIIRS,n,2.0NRT,288.93,0.76,N,POINT (4.9887 10.61125)
10.61733,5.27165,310.24,0.41,0.37,2025-01-18,117,N,VIIRS,n,2.0NRT,287.54,1.13,N,POINT (5.27165 10.61733)
10.62141,1.68185,298.29,0.41,0.37,2025-01-18,117,N,VIIRS,n,2.0NRT,280.59,0.4,N,POINT (1.68185 10.62141)
10.62228,4.11256,307.17,0.39,0.36,2025-01-18,117,N,VIIRS,n,2.0NRT,290.65,0.94,N,POINT (4.11256 10.62228)
10.62714,-0.55458,299.03,0.5,0.41,2025-01-18,117,N,VIIRS,n,2.0NRT,286.96,0.51,N,POINT (-0.55458 10.62714)
10.62725,3.84578,300.22,0.39,0.36,2025-01-18,117,N,VIIRS,n,2.0NRT,284.71,0.44,N,POINT (3.84578 10.62725)
10.63057,3.84632,296.22,0.39,0.36,2025-01-18,117,N,VIIRS,n,2.0NRT,283.87,0.27,N,POINT (3.84632 10.63057)
10.63216,3.38676,300.1,0.38,0.36,2025-01-18,117,N,VIIRS,n,2.0NRT,287.69,0.65,N,POINT (3.38676 10.63216)
10.63429,2.21762,305.42,0.39,0.37,2025-01-18,117,N,VIIRS,n,2.0NRT,287.43,0.62,N,POINT (2.21762 10.63429)
10.63485,2.21402,300.76,0.39,0.37,2025-01-18,117,N,VIIRS,n,2.0NRT,286.79,0.62,N,POINT (2.21402 10.63485)
10.63548,3.3873,297.91,0.38,0.36,2025-01-18,117,N,VIIRS,n,2.0NRT,287.53,0.45,N,POINT (3.3873 10.63548)
10.64297,4.85872,302.72,0.4,0.37,2025-01-18,117,N,VIIRS,n,2.0NRT,287.66,0.91,N,POINT (4.85872 10.64297)
10.64349,4.35611,298.93,0.39,0.36,2025-01-18,117,N,VIIRS,n,2.0NRT,287.93,0.46,N,POINT (4.35611 10.64349)
10.64718,5.6186,301.71,0.42,0.38,2025-01-18,117,N,VIIRS,n,2.0NRT,283.48,0.8,N,POINT (5.6186 10.64718)
10.65065,5.61917,308.56,0.42,0.38,2025-01-18,117,N,VIIRS,n,2.0NRT,284.81,0.8,N,POINT (5.61917 10.65065)
10.65478,7.06726,299.27,0.49,0.4,2025-01-18,117,N,VIIRS,n,2.0NRT,285.83,1.21,N,POINT (7.06726 10.65478)
10.66508,5.17232,302.61,0.41,0.37,2025-01-18,117,N,VIIRS,n,2.0NRT,285.48,0.39,N,POINT (5.17232 10.66508)
10.66745,5.22254,301.54,0.41,0.37,2025-01-18,117,N,VIIRS,n,2.0NRT,286.63,0.32,N,POINT (5.22254 10.66745)
10.67555,5.53281,297.09,0.42,0.38,2025-01-18,117,N,VIIRS,n,2.0NRT,284.58,0.84,N,POINT (5.53281 10.67555)
10.67618,5.52899,320.48,0.42,0.38,2025-01-18,117,N,VIIRS,n,2.0NRT,286.49,0.84,N,POINT (5.52899 10.67618)
10.67963,5.52956,298.21,0.42,0.38,2025-01-18,117,N,VIIRS,n,2.0NRT,285.96,0.84,N,POINT (5.52956 10.67963)
10.68306,5.48716,305.18,0.42,0.37,2025-01-18,117,N,VIIRS,n,2.0NRT,286.52,2.71,N,POINT (5.48716 10.68306)
10.68494,5.47578,305.65,0.42,0.37,2025-01-18,117,N,VIIRS,n,2.0NRT,286.44,0.59,N,POINT (5.47578 10.68494)
10.68651,5.48773,339.24,0.42,0.37,2025-01-18,117,N,VIIRS,n,2.0NRT,289.51,2.71,N,POINT (5.48773 10.68651)
10.69308,4.0042,303.75,0.39,0.36,2025-01-18,117,N,VIIRS,n,2.0NRT,291.03,0.8,N,POINT (4.0042 10.69308)
10.69745,2.81826,307.48,0.39,0.36,2025-01-18,117,N,VIIRS,n,2.0NRT,288.47,1.08,N,POINT (2.81826 10.69745)
10.69818,-3.43604,298.55,0.51,0.49,2025-01-18,117,N,VIIRS,n,2.0NRT,285.01,0.96,N,POINT (-3.43604 10.69818)
10.69972,0.82332,309.9,0.44,0.38,2025-01-18,117,N,VIIRS,n,2.0NRT,269.6,1.07,N,POINT (0.82332 10.69972)
10.70191,2.83341,297.48,0.39,0.36,2025-01-18,117,N,VIIRS,n,2.0NRT,285.8,0.3,N,POINT (2.83341 10.70191)
10.70273,1.58372,296.83,0.41,0.37,2025-01-18,117,N,VIIRS,n,2.0NRT,278.03,0.48,N,POINT (1.58372 10.70273)
10.70287,5.0683,315.69,0.41,0.37,2025-01-18,117,N,VIIRS,n,2.0NRT,290.54,1.46,N,POINT (5.0683 10.70287)
10.70295,5.06763,312.55,0.41,0.37,2025-01-18,117,N,VIIRS,n,2.0NRT,290.31,1.2,N,POINT (5.06763 10.70295)
10.70916,5.60923,298.39,0.42,0.38,2025-01-18,117,N,VIIRS,n,2.0NRT,286.45,0.69,N,POINT (5.60923 10.70916)
10.71367,1.39696,296.28,0.41,0.37,2025-01-18,117,N,VIIRS,n,2.0NRT,278.13,0.21,N,POINT (1.39696 10.71367)
10.71834,5.05886,303.28,0.4,0.37,2025-01-18,117,N,VIIRS,n,2.0NRT,289.73,1.23,N,POINT (5.05886 10.71834)
10.72174,5.05943,317.83,0.4,0.37,2025-01-18,117,N,VIIRS,n,2.0NRT,290.22,1.23,N,POINT (5.05943 10.72174)
10.72418,12.61101,297.92,0.36,0.58,2025-01-18,117,N,VIIRS,n,2.0NRT,287.16,0.41,N,POINT (12.61101 10.72418)
10.72453,5.06368,305.28,0.4,0.37,2025-01-18,117,N,VIIRS,n,2.0NRT,289.74,0.65,N,POINT (5.06368 10.72453)
10.72513,5.06001,300.34,0.4,0.37,2025-01-18,117,N,VIIRS,n,2.0NRT,287.97,0.65,N,POINT (5.06001 10.72513)
10.73487,17.3742,301.63,0.75,0.77,2025-01-18,117,N,VIIRS,n,2.0NRT,289.05,1.33,N,POINT (17.3742 10.73487)
10.74316,2.95887,298.44,0.39,0.36,2025-01-18,117,N,VIIRS,n,2.0NRT,287.98,0.47,N,POINT (2.95887 10.74316)
10.7451,3.65588,301.54,0.38,0.36,2025-01-18,117,N,VIIRS,n,2.0NRT,289.24,0.51,N,POINT (3.65588 10.7451)
10.74842,3.65642,299.66,0.38,0.36,2025-01-18,117,N,VIIRS,n,2.0NRT,288.95,0.45,N,POINT (3.65642 10.74842)
10.75883,4.76902,307.85,0.4,0.37,2025-01-18,117,N,VIIRS,n,2.0NRT,288.95,0.87,N,POINT (4.76902 10.75883)
10.76489,5.52052,300.91,0.42,0.38,2025-01-18,117,N,VIIRS,n,2.0NRT,288.65,0.53,N,POINT (5.52052 10.76489)
10.76834,5.5211,300.83,0.42,0.38,2025-01-18,117,N,VIIRS,n,2.0NRT,288.89,0.53,N,POINT (5.5211 10.76834)
10.7721,1.72367,304.5,0.41,0.37,2025-01-18,117,N,VIIRS,n,2.0NRT,284.4,0.6,N,POINT (1.72367 10.7721)
10.77302,7.16874,303.48,0.49,0.4,2025-01-18,117,N,VIIRS,n,2.0NRT,285.84,0.99,N,POINT (7.16874 10.77302)
10.77777,1.7322,305.78,0.41,0.37,2025-01-18,117,N,VIIRS,n,2.0NRT,284.09,0.95,N,POINT (1.7322 10.77777)
10.77992,5.51528,299.89,0.42,0.37,2025-01-18,117,N,VIIRS,n,2.0NRT,285.2,0.5,N,POINT (5.51528 10.77992)
10.78362,4.11657,310.18,0.39,0.36,2025-01-18,117,N,VIIRS,n,2.0NRT,292.11,0.9,N,POINT (4.11657 10.78362)
10.78417,7.17065,300.27,0.49,0.4,2025-01-18,117,N,VIIRS,n,2.0NRT,286.71,0.66,N,POINT (7.17065 10.78417)
10.78778,13.4688,304.41,0.41,0.61,2025-01-18,117,N,VIIRS,n,2.0NRT,292.32,0.88,N,POINT (13.4688 10.78778)
10.79271,8.88824,317.08,0.41,0.45,2025-01-18,117,N,VIIRS,n,2.0NRT,287.71,2.3,N,POINT (8.88824 10.79271)
10.80415,7.17175,297.81,0.49,0.4,2025-01-18,117,N,VIIRS,n,2.0NRT,286.39,0.46,N,POINT (7.17175 10.80415)
10.80684,2.15613,298.43,0.4,0.37,2025-01-18,117,N,VIIRS,n,2.0NRT,287.31,0.48,N,POINT (2.15613 10.80684)
10.81524,3.25421,300.59,0.38,0.36,2025-01-18,117,N,VIIRS,n,2.0NRT,285.78,0.85,N,POINT (3.25421 10.81524)
10.81579,3.25071,313.76,0.38,0.36,2025-01-18,117,N,VIIRS,n,2.0NRT,286.97,0.85,N,POINT (3.25071 10.81579)
10.81691,1.77231,300.35,0.41,0.37,2025-01-18,117,N,VIIRS,n,2.0NRT,284.55,0.39,N,POINT (1.77231 10.81691)
10.82074,4.57911,322.41,0.39,0.36,2025-01-18,117,N,VIIRS,n,2.0NRT,292.76,1.82,N,POINT (4.57911 10.82074)
10.8271,5.64776,298.78,0.42,0.38,2025-01-18,117,N,VIIRS,n,2.0NRT,287.49,0.48,N,POINT (5.64776 10.8271)
10.83056,5.64833,303.36,0.42,0.38,2025-01-18,117,N,VIIRS,n,2.0NRT,287.02,0.62,N,POINT (5.64833 10.83056)
10.83466,5.64507,298.91,0.42,0.38,2025-01-18,117,N,VIIRS,n,2.0NRT,286.75,0.53,N,POINT (5.64507 10.83466)
10.83647,4.06357,311.08,0.39,0.36,2025-01-18,117,N,VIIRS,n,2.0NRT,291.76,1.11,N,POINT (4.06357 10.83647)
10.83711,-0.30329,325.91,0.49,0.4,2025-01-18,117,N,VIIRS,n,2.0NRT,278.07,2.26,N,POINT (-0.30329 10.83711)
10.83777,-0.30781,328.74,0.49,0.4,2025-01-18,117,N,VIIRS,n,2.0NRT,275.66,5.64,N,POINT (-0.30781 10.83777)
10.84085,-0.30275,303.57,0.49,0.4,2025-01-18,117,N,VIIRS,n,2.0NRT,276.57,2.26,N,POINT (-0.30275 10.84085)
10.84387,4.89169,297.97,0.4,0.37,2025-01-18,117,N,VIIRS,n,2.0NRT,287.0,0.21,N,POINT (4.89169 10.84387)
10.85264,1.7664,317.64,0.41,0.37,2025-01-18,117,N,VIIRS,n,2.0NRT,283.86,1.22,N,POINT (1.7664 10.85264)
10.85293,6.29248,312.89,0.45,0.39,2025-01-18,117,N,VIIRS,n,2.0NRT,287.79,1.92,N,POINT (6.29248 10.85293)
10.85321,1.76268,306.29,0.41,0.37,2025-01-18,117,N,VIIRS,n,2.0NRT,283.93,1.22,N,POINT (1.76268 10.85321)
10.85362,6.28843,313.85,0.45,0.39,2025-01-18,117,N,VIIRS,n,2.0NRT,287.45,1.12,N,POINT (6.28843 10.85362)
10.85443,6.30531,303.25,0.45,0.39,2025-01-18,117,N,VIIRS,n,2.0NRT,286.41,0.89,N,POINT (6.30531 10.85443)
10.85716,6.28904,299.9,0.45,0.39,2025-01-18,117,N,VIIRS,n,2.0NRT,285.67,1.12,N,POINT (6.28904 10.85716)
10.86074,4.52305,309.63,0.39,0.36,2025-01-18,117,N,VIIRS,n,2.0NRT,291.74,0.85,N,POINT (4.52305 10.86074)
10.86409,4.5236,311.21,0.39,0.36,2025-01-18,117,N,VIIRS,n,2.0NRT,292.42,0.85,N,POINT (4.5236 10.86409)
10.86464,1.96027,307.03,0.4,0.37,2025-01-18,117,N,VIIRS,n,2.0NRT,287.91,0.57,N,POINT (1.96027 10.86464)
10.86647,6.69845,307.85,0.47,0.39,2025-01-18,117,N,VIIRS,n,2.0NRT,288.59,0.87,N,POINT (6.69845 10.86647)
10.86675,6.69595,313.7,0.47,0.39,2025-01-18,117,N,VIIRS,n,2.0NRT,288.99,1.7,N,POINT (6.69595 10.86675)
10.8672,6.69418,300.67,0.47,0.39,2025-01-18,117,N,VIIRS,n,2.0NRT,288.38,0.87,N,POINT (6.69418 10.8672)
10.86802,4.52057,321.74,0.39,0.36,2025-01-18,117,N,VIIRS,n,2.0NRT,292.36,1.16,N,POINT (4.52057 10.86802)
10.86947,6.32465,304.86,0.45,0.39,2025-01-18,117,N,VIIRS,n,2.0NRT,286.79,1.19,N,POINT (6.32465 10.86947)
10.87137,4.52112,301.94,0.39,0.36,2025-01-18,117,N,VIIRS,n,2.0NRT,291.2,1.16,N,POINT (4.52112 10.87137)
10.87261,13.1434,300.95,0.39,0.59,2025-01-18,117,N,VIIRS,n,2.0NRT,284.18,0.48,N,POINT (13.1434 10.87261)
